Formula,E_g_Exp,Source,Priority
TmLuPd2,0.0,Matbench,2
U2Ti,0.0,Matbench,2
U2Zn17,0.0,Matbench,2
TmMgCd2,0.0,Matbench,2
Tm2MgTl,0.0,Matbench,2
U3Nb,0.0,Matbench,2
TmPd,0.0,Matbench,2
TmSb,0.0,Matbench,2
TmScHg2,0.0,Matbench,2
TmSnRh,0.0,Matbench,2
TmSnRu2,0.0,Matbench,2
TmThRu2,0.0,Matbench,2
TmTl,0.0,Matbench,2
TmU2S3O2,0.0,Matbench,2
U(Al2Fe)4,0.0,Matbench,2
U(BH4)4,0.0,Matbench,2
U(CoGe)2,0.0,Matbench,2
UCo4Sn,0.0,Matbench,2
UCoSi,0.0,Matbench,2
U(MnSi)2,0.0,Matbench,2
TmAu,0.0,Matbench,2
UFeSi,0.0,Matbench,2
U2(Co7B2)3,0.0,Matbench,2
U2Al3C4,0.0,Matbench,2
U2AlCo2,0.0,Matbench,2
U2AlCo3,0.0,Matbench,2
U2Cl5O2,0.0,Matbench,2
U2Cr30P19,0.0,Matbench,2
U2Cu2As3O,0.0,Matbench,2
U2MnN3,0.0,Matbench,2
U2Re2C3,0.0,Matbench,2
U2SnRh2,0.0,Matbench,2
U2TeN2,0.0,Matbench,2
UP2S9,1.41,Matbench,2
UPt3,0.0,Matbench,2
U3Bi4,0.0,Matbench,2
TmMnGe,0.0,Matbench,2
USi3,0.0,Matbench,2
U3Ni3Sn4,0.0,Matbench,2
U3Se4,0.0,Matbench,2
U4N7,0.0,Matbench,2
U4Re7Si6,0.0,Matbench,2
U4S3,0.0,Matbench,2
U5Ge3,0.0,Matbench,2
U6Co,0.0,Matbench,2
UAl3,0.0,Matbench,2
UAl4,0.0,Matbench,2
UAlNi4,0.0,Matbench,2
UAu2,0.0,Matbench,2
V2TcRu,0.0,Matbench,2
V2Zn3TeO10,2.96,Matbench,2
UCuP2,0.0,Matbench,2
U(SiNi)2,0.0,Matbench,2
V3Ag,0.0,Matbench,2
UGa2,0.0,Matbench,2
UGa3Ni,0.0,Matbench,2
UGa5Ir,0.0,Matbench,2
UGaNi,0.0,Matbench,2
UGeRh,0.0,Matbench,2
UHg3(TeCl3)2,2.6,Matbench,2
UHg4(AsCl3)2,1.9,Matbench,2
UNiSn,0.0,Matbench,2
UO,1.5,Matbench,2
UO2,2.18,Matbench,2
UP2S7,1.41,Matbench,2
V4ZnO8,0.0,Matbench,2
V5SiB2,0.0,Matbench,2
USbSe,0.0,Matbench,2
U3Cu2Se7,0.0,Matbench,2
V8O,0.0,Matbench,2
UVC2,0.0,Matbench,2
V12P7,0.0,Matbench,2
V2(OF)3,0.0,Matbench,2
V2Bi4O11,2.0,Matbench,2
V2Cd2Te2O11,2.48,Matbench,2
V2GaSn2,0.0,Matbench,2
V2NO,0.0,Matbench,2
V2OsRu,0.0,Matbench,2
V2Pb4(Se2O7)3,3.37,Matbench,2
V2Sb(PO4)3,0.0,Matbench,2
V2Si2O7,0.0,Matbench,2
VGa(TeO4)2,3.0,Matbench,2
VIn(NiO3)2,1.92,Matbench,2
V2ZnO4,0.0,Matbench,2
UFe5Si3,0.0,Matbench,2
VNi2,0.0,Matbench,2
V3As2O9,0.76,Matbench,2
V3Bi(PbO4)3,2.5,Matbench,2
V3Cd4(TeO5)3,2.66,Matbench,2
V3CrO10,0.0,Matbench,2
V3Cu,0.0,Matbench,2
V3CuO8,0.0,Matbench,2
V3Pb2Se5O18,3.14,Matbench,2
V3Pt,0.0,Matbench,2
V3Re,0.0,Matbench,2
V3Si,0.0,Matbench,2
V3SiNi2,0.0,Matbench,2
VZnRu2,0.0,Matbench,2
W2C,0.0,Matbench,2
V6AgO15,0.0,Matbench,2
USeS,0.0,Matbench,2
WCl3,0.0,Matbench,2
VAg(IO4)2,2.24,Matbench,2
VAg(PSe3)2,0.0,Matbench,2
VAg2I3O11,2.16,Matbench,2
VB2,0.0,Matbench,2
VBi(SeO4)2,2.2,Matbench,2
VBi24O41,3.25,Matbench,2
VCo,0.0,Matbench,2
VCu3(PO4)4,0.0,Matbench,2
VCu3S4,1.0,Matbench,2
VFeRu2,0.0,Matbench,2
VFeSb,0.46,Matbench,2
Y(SiRh)2,0.0,Matbench,2
Y(SiRu)2,0.0,Matbench,2
VIr,0.0,Matbench,2
V3(HO2)4,0.0,Matbench,2
Y2C3,0.0,Matbench,2
VNi5(PO4)6,0.0,Matbench,2
VO,0.3,Matbench,2
VP,0.0,Matbench,2
VP4,0.0,Matbench,2
VPO4,0.0,Matbench,2
VPt2,0.0,Matbench,2
VSb,0.0,Matbench,2
VTc,0.0,Matbench,2
VTe2,0.0,Matbench,2
VTeHO5,2.51,Matbench,2
VZn2BiO6,2.4,Matbench,2
Y3Al3NiGe2,0.0,Matbench,2
Y3Fe29,0.0,Matbench,2
W2N,0.0,Matbench,2
V6PbO11,0.0,Matbench,2
Y3Ge4,0.0,Matbench,2
Y(Al2Cu)4,0.0,Matbench,2
Y(Al5Fe)2,0.0,Matbench,2
Y(AlSi)2,0.0,Matbench,2
Y(CrSi)2,0.0,Matbench,2
Y(CuSe)3,0.88,Matbench,2
Y(CuSi)2,0.0,Matbench,2
Y(CuTe)3,0.72,Matbench,2
Y(FeSi)2,0.0,Matbench,2
Y(NiP)2,0.0,Matbench,2
Y(Re2Si)2,0.0,Matbench,2
Y(SiPt)2,0.0,Matbench,2
YAs,0.0,Matbench,2
YB2C,0.0,Matbench,2
Y(TiGa2)2,0.0,Matbench,2
VIr3,0.0,Matbench,2
YBi,0.0,Matbench,2
Y2CuO4,0.0,Matbench,2
Y2Fe2Si2C,0.0,Matbench,2
Y2Ge2O7,0.0,Matbench,2
Y2Ge5Ir3,0.0,Matbench,2
Y2Mo2O7,0.0,Matbench,2
Y2O3,5.6,Matbench,2
Y2ReB6,0.0,Matbench,2
Y2Ru2O7,0.0,Matbench,2
Y2S3,2.9,Matbench,2
Y2U3O11,0.0,Matbench,2
Y3(Fe31B7)2,0.0,Matbench,2
YHg2,0.0,Matbench,2
YIn2Ni,0.0,Matbench,2
Y3GaCo3,0.0,Matbench,2
W3O7F,0.0,Matbench,2
YMgCu4,0.0,Matbench,2
Y3Si3Pd2,0.0,Matbench,2
Y3Tm,0.0,Matbench,2
Y4AsSe3,0.0,Matbench,2
Y4C7,0.0,Matbench,2
Y4CuTe8,0.0,Matbench,2
Y4GaSbS9,2.06,Matbench,2
Y4US5O3,1.95,Matbench,2
Y6Zn(SiS7)2,2.38,Matbench,2
YAgO3,0.0,Matbench,2
YAlGe,0.0,Matbench,2
YAlPd,0.0,Matbench,2
YSn3,0.0,Matbench,2
YTi4(CuO4)3,0.0,Matbench,2
YB2Rh2C,0.0,Matbench,2
Y2AlZn,0.0,Matbench,2
YV(BiO4)2,2.09,Matbench,2
YCd4B3O10,3.78,Matbench,2
YCdHg2,0.0,Matbench,2
YCdPd2,0.0,Matbench,2
YCdPt2,0.0,Matbench,2
YCo2,0.0,Matbench,2
YCoO3,0.0,Matbench,2
YCu3(WO3)4,0.0,Matbench,2
YCuO2,3.5,Matbench,2
YErRh2,0.0,Matbench,2
YH2,0.0,Matbench,2
YH2NO5,4.83,Matbench,2
Yb(Fe2Ge)2,0.0,Matbench,2
Yb(Ga4Co)2,0.0,Matbench,2
YMg4Cu,0.0,Matbench,2
Y3GaS6,2.88,Matbench,2
Yb(HO)3,0.0,Matbench,2
YMgGa,0.0,Matbench,2
YMoClO4,3.82,Matbench,2
YMoO4F,3.78,Matbench,2
YN,1.9,Matbench,2
YNi4B,0.0,Matbench,2
YSbPd,0.27,Matbench,2
YSbPt,0.16,Matbench,2
YScO2,0.0,Matbench,2
YSi2,0.0,Matbench,2
YSiNi,0.0,Matbench,2
YSiRu,0.0,Matbench,2
Yb23Mg4Cu7,0.0,Matbench,2
Yb2Ce8O19,0.0,Matbench,2
YTiO3,0.0,Matbench,2
YB66,0.8,Matbench,2
Yb2Ge2Ir,0.0,Matbench,2
YVSeO10,2.7,Matbench,2
YVTeO10,2.2,Matbench,2
YWO3,0.0,Matbench,2
YZn5,0.0,Matbench,2
YZnBiO4,1.58,Matbench,2
Yb(Al2Mo)2,0.0,Matbench,2
Yb(AlGa)2,0.0,Matbench,2
Yb(AlGe)2,0.0,Matbench,2
Yb(AlSi)2,0.0,Matbench,2
Yb(CuS)3,1.56,Matbench,2
Yb(CuSe)3,0.2,Matbench,2
Yb3Ti3O14,0.0,Matbench,2
Yb3V,0.0,Matbench,2
Yb(GaS2)2,2.3,Matbench,2
YMgAl,0.0,Matbench,2
Yb5Au4,0.0,Matbench,2
Yb(IO3)3,0.0,Matbench,2
Yb(InS2)3,1.31,Matbench,2
Yb(MnAs)2,0.0,Matbench,2
Yb(SbS2)2,1.12,Matbench,2
Yb(SbTe2)2,0.34,Matbench,2
Yb(SiAg)2,0.0,Matbench,2
Yb(SiRh)2,0.0,Matbench,2
Yb11(Ni10C)6,0.0,Matbench,2
Yb14Ti10O41,0.0,Matbench,2
Yb16S29,0.0,Matbench,2
Yb2(ZnGe)3,0.0,Matbench,2
YbCe2CuS5,1.37,Matbench,2
YbCe2CuSe5,1.05,Matbench,2
Yb2EuS4,1.6,Matbench,2
YTmCu2,0.0,Matbench,2
YbDyPd2,0.0,Matbench,2
Yb2HgPb,0.0,Matbench,2
Yb2InPd2,0.0,Matbench,2
Yb2MgS4,0.0,Matbench,2
Yb2MgSe4,0.0,Matbench,2
Yb2O3,5.22,Matbench,2
Yb2SmS4,0.0,Matbench,2
Yb2Sn,0.0,Matbench,2
Yb2ZnPb,0.0,Matbench,2
Yb3Al5O12,0.0,Matbench,2
Yb3Sn13Rh4,0.0,Matbench,2
Yb3Tc,0.0,Matbench,2
YbPO4,0.0,Matbench,2
YbPmPt2,0.0,Matbench,2
Yb4Sb2S11.25,1.71,Matbench,2
Yb(GaSe2)2,1.8,Matbench,2
YbRh2,0.0,Matbench,2
Yb6U3O17,0.0,Matbench,2
Yb8Ge3Sb5,0.0,Matbench,2
YbAg2,0.0,Matbench,2
YbAgGe,0.0,Matbench,2
YbAgO2,0.0,Matbench,2
YbAl3,0.0,Matbench,2
YbAs,1.02,Matbench,2
YbB2Rh3,0.0,Matbench,2
YbB66,1.27,Matbench,2
YbBO3,0.0,Matbench,2
YbCdHg2,0.0,Matbench,2
YbTlSe2,0.0,Matbench,2
YbWClO4,4.23,Matbench,2
YbCuGe,0.0,Matbench,2
Yb2EuSe4,1.3,Matbench,2
Zn(Bi19O29)2,2.88,Matbench,2
YbGa2Pd,0.0,Matbench,2
YbGeRh,0.0,Matbench,2
YbH2ClO2,0.0,Matbench,2
YbIn4Ni,0.0,Matbench,2
YbIn4Rh,0.0,Matbench,2
YbIr2,0.0,Matbench,2
YbMgPd,0.0,Matbench,2
YbMn2O5,0.0,Matbench,2
YbNd2CuS5,1.35,Matbench,2
YbNd3,0.0,Matbench,2
YbNdAg2,0.0,Matbench,2
Zn0.25Ga0.75As0.75Se0.25,1.51,Matbench,2
Zn0.25Ga0.75P0.75Se0.25,2.18,Matbench,2
YbPr11Se16,0.0,Matbench,2
Yb4Sb3,0.0,Matbench,2
Zn0.3Ga0.7P0.7S0.3,2.3,Matbench,2
YbSb,1.0,Matbench,2
YbSb4Te7,0.22,Matbench,2
YbSe,1.5,Matbench,2
YbSi2Ni,0.0,Matbench,2
YbSm2CuS5,1.28,Matbench,2
YbSmRh2,0.0,Matbench,2
YbSn2Pd,0.0,Matbench,2
YbSnRh,0.0,Matbench,2
YbSnTe2,0.75,Matbench,2
YbTe,1.8,Matbench,2
YbTlS2,0.0,Matbench,2
Zn0.85Ga0.15As0.15Se0.85,2.25,Matbench,2
Zn0.85Hg0.15Se1,1.8,Matbench,2
YbZnAu2,0.0,Matbench,2
YbCuSi,0.0,Matbench,2
Zn0.8Hg0.2Te1,1.4,Matbench,2
Zn(CoO2)2,0.0,Matbench,2
Zn(CuO2)2,0.0,Matbench,2
Zn(FeN)2,0.0,Matbench,2
Zn(GaSe2)2,1.72,Matbench,2
Zn0.01Ga0.99As0.99Se0.01,1.39,Matbench,2
Zn0.01Ga0.99P0.99S0.01,2.25,Matbench,2
Zn0.01Ga0.99P0.99Se0.01,2.24,Matbench,2
Zn0.01Ga0.99Sb0.99Te0.01,0.72,Matbench,2
Zn0.05Ga0.95Sb0.95Te0.05,0.85,Matbench,2
Zn0.15Ga0.85As0.85Se0.15,1.47,Matbench,2
Zn0.1Ga0.9Sb0.9Te0.1,1.0,Matbench,2
Zn0.9Hg0.1Se1,1.75,Matbench,2
Zn0.9Hg0.1Te1,1.74,Matbench,2
Zn0.2Ga0.8Sb0.8Te0.2,1.15,Matbench,2
YbPr2CuS5,1.25,Matbench,2
Zn2InCuTe4,1.05,Matbench,2
Zn0.42Ga0.58As0.58Se0.42,1.67,Matbench,2
Zn0.4Hg0.6Se1,0.42,Matbench,2
Zn0.55Hg0.45Se1,0.8,Matbench,2
Zn0.5Ga0.5As0.5Se0.5,1.52,Matbench,2
Zn0.5Ga0.5P0.5Se0.5,2.13,Matbench,2
Zn0.65Hg0.35Se1,1.0,Matbench,2
Zn0.6Ga0.4As0.4Se0.6,1.8,Matbench,2
Zn0.75Cd0.25Se1,3.2,Matbench,2
Zn0.75Hg0.25Se1,1.4,Matbench,2
Zn0.7Ga0.3As0.3Se0.7,1.93,Matbench,2
Zn0.7Ga0.3P0.3Se0.7,2.15,Matbench,2
Zn3Cu10(TeO6)6,0.0,Matbench,2
Zn3N2,0.0,Matbench,2
Zn0.86Hg0.14Te1,1.66,Matbench,2
YbZnPt,0.0,Matbench,2
Zn5.5Ga1Sn0.5O8,2.99,Matbench,2
Zn0.92Hg0.08Te1,1.9,Matbench,2
Zn0.94Hg0.06Te1,2.03,Matbench,2
Zn0.95Ga0.05P0.05Se0.95,2.4,Matbench,2
Zn0.99Ga0.01As0.01Se0.99,2.59,Matbench,2
Zn0.99Ga0.01P0.01S0.99,3.7,Matbench,2
Zn0.99Ga0.01P0.01Se0.99,2.6,Matbench,2
Zn0.99Ga0.01Sb0.01Te0.99,2.1,Matbench,2
Zn0.99Hg0.01Se1,2.6,Matbench,2
Zn0.9Ga0.1As0.1Se0.9,2.34,Matbench,2
Zn0.9Ga0.1P0.1S0.9,2.8,Matbench,2
Zn0.9Ga0.1P0.1Se0.9,2.3,Matbench,2
ZnCu2SnTe4,1.39,Matbench,2
ZnCu3P3O13,0.0,Matbench,2
Zn2BIr2,0.0,Matbench,2
Zn0.2Hg0.8Te1,0.07,Matbench,2
ZnHg3(SeCl2)2,2.23,Matbench,2
Zn2MoSeO7,4.2,Matbench,2
Zn2Ni9O13,0.0,Matbench,2
Zn2Sb3O8,0.0,Matbench,2
Zn2SnN2,0.0,Matbench,2
Zn2TeMoO7,4.1,Matbench,2
Zn2WN2,0.0,Matbench,2
Zn3(BO3)2,2.6,Matbench,2
Zn3(PS4)2,3.07,Matbench,2
Zn3.5Ga1Sn0.5O6,2.99,Matbench,2
Zn3Cd,0.0,Matbench,2
Zn3Cu,0.0,Matbench,2
ZnWO2,0.0,Matbench,2
Zr(Fe2Si)2,0.0,Matbench,2
Zn3P2,1.15,Matbench,2
Zn0.8Hg0.2Se1,1.4,Matbench,2
Zr1.33Ta0.67N1.63O1.89,2.48,Matbench,2
Zn6S5Cl2,2.71,Matbench,2
Zn8Ag5,0.0,Matbench,2
ZnAgF5,0.0,Matbench,2
ZnAs,0.9,Matbench,2
ZnB12(H5O12)2,4.6,Matbench,2
ZnCrO2,0.0,Matbench,2
ZnCu2GeS4,2.1,Matbench,2
ZnCu2GeSe4,1.63,Matbench,2
ZnCu2SiSe4,2.33,Matbench,2
ZnCu2SiTe4,1.47,Matbench,2
ZnCu2SnSe4,1.44,Matbench,2
Zr2Te,0.0,Matbench,2
Zr3(Al2C3)2,0.0,Matbench,2
ZnGaRh2,0.0,Matbench,2
Zn2InCuSe4,1.1,Matbench,2
Zr3Al2,0.0,Matbench,2
ZnI2,4.53,Matbench,2
ZnIrO3,0.0,Matbench,2
ZnSb,1.05,Matbench,2
ZnSb2MoO7,3.3,Matbench,2
ZnSb3,0.0,Matbench,2
ZnSi(AgS2)2,3.28,Matbench,2
ZnSiAs2,2.12,Matbench,2
ZnSiP2,2.07,Matbench,2
ZnSn3,0.0,Matbench,2
ZnSnO3,3.9,Matbench,2
ZnTc,2.37,Matbench,2
Zr5Sn4,0.0,Matbench,2
Zr6Al2CoH10,0.0,Matbench,2
Zr(Ni2P)2,0.0,Matbench,2
Zn4.5Ga1Sn0.5O7,3.0,Matbench,2
Zr6O,0.18,Matbench,2
Zr1.33Ta0.67N1.97O1.38,2.31,Matbench,2
Zr1.33Ta0.67N2.61O0.42,1.93,Matbench,2
Zr1.86Cu1S4,1.26,Matbench,2
Zr2(Co7B2)3,0.0,Matbench,2
Zr2Al,0.0,Matbench,2
Zr2Co12P7,0.0,Matbench,2
Zr2CuS4,0.0,Matbench,2
Zr2HBr2,0.0,Matbench,2
Zr2In5Ni,0.0,Matbench,2
Zr2Ni12P7,0.0,Matbench,2
Zr2Se,0.0,Matbench,2
ZrCrSi2,0.0,Matbench,2
ZrGaPt,0.0,Matbench,2
Zr3(Cu2Si3)2,0.0,Matbench,2
ZnHg3(SCl2)2,2.65,Matbench,2
ZrHCl,0.0,Matbench,2
Zr3Hg,0.0,Matbench,2
Zr3Ir,0.0,Matbench,2
Zr3NiO,0.0,Matbench,2
Zr3O,0.2,Matbench,2
Zr4AlNi2,0.0,Matbench,2
Zr4Co4Ge7,0.0,Matbench,2
Zr5Al3,0.0,Matbench,2
Zr5Al3C,0.0,Matbench,2
Zr5Sb3,0.0,Matbench,2
Zr5SiSb3,0.0,Matbench,2
Zr5Sn3,0.0,Matbench,2
ZrPd2,0.0,Matbench,2
ZrPd3,0.0,Matbench,2
Zr6Al2Ni,0.0,Matbench,2
Zr0.67Ta1.33N3.03O0.12,1.71,Matbench,2
ZrRu3C,0.0,Matbench,2
Zr6Sb2Pt,0.0,Matbench,2
Zr7P4,0.0,Matbench,2
Zr7Sb4,0.0,Matbench,2
ZrAl5Ni2,0.0,Matbench,2
ZrAlPt,0.0,Matbench,2
ZrAlRu2,0.0,Matbench,2
ZrAlW,0.0,Matbench,2
ZrAu4,0.0,Matbench,2
ZrB2,0.0,Matbench,2
ZrC,0.6,Matbench,2
ZrCd,0.0,Matbench,2
AgBi(PSe3)2,1.4,Matbench,2
AgBiPbS3,1.2,Matbench,2
ZrGe2,0.0,Matbench,2
Zr3Ag,0.0,Matbench,2
AgBiSe2,0.34,Matbench,2
ZrHg4(AsCl3)2,2.48,Matbench,2
ZrHg4(PCl3)2,3.22,Matbench,2
ZrInCu2,0.0,Matbench,2
ZrInPd2,0.0,Matbench,2
ZrInRh2,0.0,Matbench,2
ZrIr2,0.0,Matbench,2
ZrMo3,0.0,Matbench,2
ZrNiGe,0.0,Matbench,2
ZrNiSb,0.55,Matbench,2
ZrNiSn,0.0,Matbench,2
ZrO2,4.99,Matbench,2
K2ScAgCl6,2.45,OpenAlex_Crawler,2
Rb2AsAuCl6,0.338,OpenAlex_Crawler,2
ZrRe2,0.0,Matbench,2
Zr6NiCl15,0.0,Matbench,2
Ag(AuS)2,0.0,Matbench,2
Ag7(SI)2,0.0,Matbench,2
Ag7AsS6,1.0,Matbench,2
Ag7AsSe6,1.0,Matbench,2
Ag7NO11,0.0,Matbench,2
Ag8GeS6,1.18,Matbench,2
Ag8SnSe6,0.71,Matbench,2
Ag9(PbO3)4,0.0,Matbench,2
Ag9Ge2IO8,0.0,Matbench,2
AgAsSe2,1.4,Matbench,2
AgAu3,0.0,Matbench,2
AgBi(PS3)2,1.7,Matbench,2
Ca2FeIrO6,0.25,OpenAlex_Crawler,2
NaCaH3,3.3,OpenAlex_Crawler,2
AgBiPbSe3,0.13,Matbench,2
ZrGeRu,0.0,Matbench,2
NiPS3,5.4,OpenAlex_Crawler,2
BaBiO3,0.07,OpenAlex_Crawler,2
HoVO3,1.12,OpenAlex_Crawler,2
RbVO3,2.67,OpenAlex_Crawler,2
CoTeO3,3.582,OpenAlex_Crawler,2
SrSnS3,1.535,OpenAlex_Crawler,2
Rb2YAgI6,2.45,OpenAlex_Crawler,2
Rb2ScInI6,0.95,OpenAlex_Crawler,2
LuNiO3,0.3,OpenAlex_Crawler,2
ZnSnS3,1.3,OpenAlex_Crawler,2
LaTmO3,1.0,OpenAlex_Crawler,2
SrHfO3,0.1,OpenAlex_Crawler,2
Rb2NaInI6,2.879,OpenAlex_Crawler,2
AgRuO3,7.0,OpenAlex_Crawler,2
K2NaGaBr6,1.182,OpenAlex_Crawler,2
ZrRh,0.0,Matbench,2
Ca2MnReO6,4.58,OpenAlex_Crawler,2
Rb2InGaCl6,1.24,OpenAlex_Crawler,2
BaSnS3,1.535,OpenAlex_Crawler,2
CsPbCl3,0.47,OpenAlex_Crawler,2
Cs2ScInI6,0.95,OpenAlex_Crawler,2
Cs2NaYI6,3.1,OpenAlex_Crawler,2
Ba2NiMoO6,2.2,OpenAlex_Crawler,2
LaRuO3,3.02,OpenAlex_Crawler,2
Ca2TaMnO6,0.3,OpenAlex_Crawler,2
Ba2PrSbO6,1.57,OpenAlex_Crawler,2
Na2CuSbF6,0.471,OpenAlex_Crawler,2
LuVO3,1.12,OpenAlex_Crawler,2
NaIrO3,1.09,OpenAlex_Crawler,2
TlBS3,1.74,OpenAlex_Crawler,2
K2AgAsBr6,1.48,OpenAlex_Crawler,2
AgBiS2,0.9,Matbench,2
K2TlAsBr6,4.66,OpenAlex_Crawler,2
DyBO3,5.3,OpenAlex_Crawler,2
RbTaO3,1.12,OpenAlex_Crawler,2
Ba2InSbO6,0.3,OpenAlex_Crawler,2
Cs2LiCeBr6,1.162,OpenAlex_Crawler,2
BiRhO3,3.82,OpenAlex_Crawler,2
Rb2InAgCl6,1.18,OpenAlex_Crawler,2
EuFeO3,2.39,OpenAlex_Crawler,2
Rb2AgSbCl6,4.0,OpenAlex_Crawler,2
YBiO3,0.5,OpenAlex_Crawler,2
ErVO3,1.12,OpenAlex_Crawler,2
Cs2ScTlI6,2.05,OpenAlex_Crawler,2
KNbO3,1.0,OpenAlex_Crawler,2
Sr2TaCoO6,0.3,OpenAlex_Crawler,2
NdBO3,5.0,OpenAlex_Crawler,2
InGeCl3,0.536,OpenAlex_Crawler,2
YMoO3,2.7,OpenAlex_Crawler,2
Ba2SmNbO6,1.32,OpenAlex_Crawler,2
SrTiO3,5.0,OpenAlex_Crawler,2
Ca2CoIrO6,0.3,OpenAlex_Crawler,2
Sr2FeOsO6,0.09,OpenAlex_Crawler,2
RbYbF3,13.5,OpenAlex_Crawler,2
RbAuBr3,2.21,OpenAlex_Crawler,2
KTiI3,1.0,OpenAlex_Crawler,2
Rb2TlSbBr6,1.486,OpenAlex_Crawler,2
CaZnO3,2.95,OpenAlex_Crawler,2
DyAlO3,5.15,OpenAlex_Crawler,2
InBO3,5.05,OpenAlex_Crawler,2
KIO3,0.8,OpenAlex_Crawler,2
ScGaO3,2.26,OpenAlex_Crawler,2
Ba2TaFeO6,0.3,OpenAlex_Crawler,2
SrCoO3,0.5,OpenAlex_Crawler,2
La2MnNiO6,2.5,OpenAlex_Crawler,2
Cs2LiInCl6,6.0,OpenAlex_Crawler,2
AgTe2As,0.8,Matbench,2
Al(Ni10B7)2,0.0,Matbench,2
Al(NiS2)2,0.0,Matbench,2
Al0.01Cd0.99Sb0.01Te0.99,1.6,Matbench,2
Al0.01Ga0.99P1,2.27,Matbench,2
Ag(W3Br7)2,0.0,Matbench,2
Ag0.5Ge1Pb1.75S4,1.83,Matbench,2
Ag0.5Ge1Pb1.75Se4,1.51,Matbench,2
Ag2BBr,0.0,Matbench,2
Ag2BiO3,0.0,Matbench,2
Ag2GeS3,1.98,Matbench,2
Ag2GeSe3,0.9,Matbench,2
Rb2NaCoF6,1.12,OpenAlex_Crawler,2
NaNbO3,4.0,OpenAlex_Crawler,2
ZrTaN3,1.72,Matbench,2
ZrTe,0.0,Matbench,2
ZrTi2O,0.0,Matbench,2
ZrTiF6,0.0,Matbench,2
Al0.4Cd0.6Sb0.4Te0.6,1.8,Matbench,2
Al0.4Ga0.6P1,2.35,Matbench,2
Ag2HgI4,2.47,Matbench,2
Ag2Mo(I2O7)2,3.06,Matbench,2
Ag2P2PbO7,0.0,Matbench,2
Ag2PdO2,0.18,Matbench,2
Ca2TaInO6,0.3,OpenAlex_Crawler,2
Ba2ZnOsO6,1.12,OpenAlex_Crawler,2
Rb2NaInBr6,2.879,OpenAlex_Crawler,2
ZrW2,0.0,Matbench,2
CrBO3,5.09,OpenAlex_Crawler,2
Ba2MnWO6,1.0,OpenAlex_Crawler,2
Ag3RuO4,0.0,Matbench,2
Ag5IO6,1.4,Matbench,2
ZrS2,2.75,Matbench,2
ZrSb,0.0,Matbench,2
ZrSbRu,0.0,Matbench,2
ZrSe,0.0,Matbench,2
ZrSe2,2.0,Matbench,2
ZrSi2,0.0,Matbench,2
ZrSiTe,0.0,Matbench,2
Rb2AgSbBr6,1.02,OpenAlex_Crawler,2
Al0.6Ga0.4As1,2.3,Matbench,2
AgBr,2.52,Matbench,2
AgCNO,0.0,Matbench,2
AgCl,5.13,Matbench,2
AgF,2.8,Matbench,2
Ba2LuBiO6,2.629,OpenAlex_Crawler,2
Al0.3Ga0.7As1,1.81,Matbench,2
Al0.3In0.7P1,1.9,Matbench,2
Al0.45Cd0.55Sb0.45Te0.55,1.93,Matbench,2
Al7(CN)3,0.0,Matbench,2
Al9Co2,0.0,Matbench,2
Al0.4In0.6P1,2.12,Matbench,2
AgGeO3,0.0,Matbench,2
AgO,1.57,Matbench,2
AgP15,1.47,Matbench,2
AgPd(IO3)3,1.5,Matbench,2
AgPdO2,0.0,Matbench,2
AgPt3,0.0,Matbench,2
AgSO4,0.18,Matbench,2
Al21Pt8,0.0,Matbench,2
Al2CoIr,0.0,Matbench,2
Sr2FeMoO6,0.7,OpenAlex_Crawler,2
Al2Cu,0.0,Matbench,2
Al0.01In0.99P1,1.3,Matbench,2
Al0.05Cd0.95Sb0.05Te0.95,1.37,Matbench,2
Al0.15Ga0.85As1,1.6,Matbench,2
Al0.1Cd0.9Sb0.1Te0.9,1.36,Matbench,2
Al0.1In0.9P1,1.5,Matbench,2
Al0.2Ga0.8P1,2.3,Matbench,2
Al0.2In0.8P1,1.7,Matbench,2
Al0.35Ga0.65As1,2.0,Matbench,2
AlAgO2,3.6,Matbench,2
Al0.6Ga0.4P1,2.4,Matbench,2
Al0.6In0.4P1,2.3,Matbench,2
Al0.75Ga0.25As1,2.42,Matbench,2
Al0.7In0.3P1,2.3,Matbench,2
Al0.8Ga0.2P1,2.43,Matbench,2
Al0.99Cd0.01Sb0.99Te0.01,2.21,Matbench,2
Al0.99Ga0.01P1,2.49,Matbench,2
Al0.99In0.01P1,2.4,Matbench,2
Al10V,0.0,Matbench,2
Al13Ru4,0.0,Matbench,2
Al2(CuSe2)3,0.0,Matbench,2
AlFe2Si,0.0,Matbench,2
AlFe4(CuO4)3,0.0,Matbench,2
Al2Cr2O7,0.0,Matbench,2
